id,full_name,url,stars,forks,commit,openIssue,closedIssue
119419202,wandb/examples,https://api.github.com/repos/wandb/examples,623,186,662,10,57
109268508,thomaskuestner/CNNArt,https://api.github.com/repos/thomaskuestner/CNNArt,22,16,636,2,57
67865666,tdeboissiere/DeepLearningImplementations,https://api.github.com/repos/tdeboissiere/DeepLearningImplementations,1798,684,266,17,57
210882381,interpretml/interpret-community,https://api.github.com/repos/interpretml/interpret-community,314,71,405,20,56
129124991,bjherger/keras-pandas,https://api.github.com/repos/bjherger/keras-pandas,57,16,309,11,56
75482295,riga/law,https://api.github.com/repos/riga/law,46,18,1441,11,55
59944455,MorvanZhou/tutorials,https://api.github.com/repos/MorvanZhou/tutorials,9694,5542,541,11,55
110697473,modAL-python/modAL,https://api.github.com/repos/modAL-python/modAL,1582,236,648,65,54
184557077,interpretml/DiCE,https://api.github.com/repos/interpretml/DiCE,766,108,499,41,54
193113083,zaccharieramzi/fastmri-reproducible-benchmark,https://api.github.com/repos/zaccharieramzi/fastmri-reproducible-benchmark,93,33,421,17,54
325845103,Comet-AI/Comet.Box,https://api.github.com/repos/Comet-AI/Comet.Box,24,30,291,28,53
139618618,tensorflow/tcav,https://api.github.com/repos/tensorflow/tcav,506,126,171,7,53
255711241,autogoal/autogoal,https://api.github.com/repos/autogoal/autogoal,151,48,959,20,52
126377943,greenelab/BioBombe,https://api.github.com/repos/greenelab/BioBombe,50,20,234,0,52
254032994,zilliztech/phantoscope,https://api.github.com/repos/zilliztech/phantoscope,142,42,208,8,52
84765740,kaz-Anova/StackNet,https://api.github.com/repos/kaz-Anova/StackNet,1314,354,138,19,52
159555286,CalculatedContent/WeightWatcher,https://api.github.com/repos/CalculatedContent/WeightWatcher,579,67,477,25,51
405300603,DSCVITBHOPAL/ML-Reserve,https://api.github.com/repos/DSCVITBHOPAL/ML-Reserve,13,27,274,0,51
65932217,priya-dwivedi/Deep-Learning,https://api.github.com/repos/priya-dwivedi/Deep-Learning,3073,2344,194,63,51
76752632,fastai/courses,https://api.github.com/repos/fastai/courses,5265,2758,171,28,51
50600269,Lab41/pythia,https://api.github.com/repos/Lab41/pythia,80,24,730,0,50
144551119,beringresearch/ivis,https://api.github.com/repos/beringresearch/ivis,255,27,611,3,50
245462564,AIWintermuteAI/aXeleRate,https://api.github.com/repos/AIWintermuteAI/aXeleRate,140,56,257,1,50
191092226,produvia/ai-platform,https://api.github.com/repos/produvia/ai-platform,69,128,205,0,50
41671401,ChrisCummins/phd,https://api.github.com/repos/ChrisCummins/phd,157,33,14702,24,49
104427181,tensorflow/lattice,https://api.github.com/repos/tensorflow/lattice,483,89,104,5,49
60138482,kundajelab/deeplift,https://api.github.com/repos/kundajelab/deeplift,606,142,553,34,48
139064580,tensorflow/adanet,https://api.github.com/repos/tensorflow/adanet,3356,527,440,64,48
129679277,foamliu/Deep-Image-Matting,https://api.github.com/repos/foamliu/Deep-Image-Matting,890,253,312,6,48
156926609,mandarjoshi90/coref,https://api.github.com/repos/mandarjoshi90/coref,356,84,131,31,48
71305435,VertaAI/modeldb,https://api.github.com/repos/VertaAI/modeldb,1383,250,3214,79,47
126528713,tensorflow/model-analysis,https://api.github.com/repos/tensorflow/model-analysis,1138,243,1102,15,47
214003948,PennyLaneAI/qml,https://api.github.com/repos/PennyLaneAI/qml,280,84,532,15,47
181688929,xavysp/DexiNed,https://api.github.com/repos/xavysp/DexiNed,420,112,386,42,47
57920937,KordingLab/spykes,https://api.github.com/repos/KordingLab/spykes,88,33,299,10,47
360551298,tensorflow/decision-forests,https://api.github.com/repos/tensorflow/decision-forests,393,47,158,21,47
256451119,oap-project/raydp,https://api.github.com/repos/oap-project/raydp,148,33,123,27,47
64230020,hcmlab/nova,https://api.github.com/repos/hcmlab/nova,131,28,1295,14,46
315747164,wandb/edu,https://api.github.com/repos/wandb/edu,63,14,232,11,46
346639494,openvinotoolkit/openvino_notebooks,https://api.github.com/repos/openvinotoolkit/openvino_notebooks,525,109,242,8,45
23809180,NUbots/NUbots,https://api.github.com/repos/NUbots/NUbots,28,12,9271,50,44
44517034,atmtools/typhon,https://api.github.com/repos/atmtools/typhon,43,32,2065,12,44
45074604,dataiku/dataiku-contrib,https://api.github.com/repos/dataiku/dataiku-contrib,87,75,919,19,44
172114524,rapidsai-community/notebooks-contrib,https://api.github.com/repos/rapidsai-community/notebooks-contrib,378,226,1407,26,43
69674683,transcranial/keras-js,https://api.github.com/repos/transcranial/keras-js,4861,523,621,70,43
70155397,exasol/script-languages,https://api.github.com/repos/exasol/script-languages,12,14,528,10,43
209036440,maikherbig/AIDeveloper,https://api.github.com/repos/maikherbig/AIDeveloper,46,13,498,6,43
234634164,aws/deep-learning-containers,https://api.github.com/repos/aws/deep-learning-containers,352,219,1159,62,42
64122944,cerndb/dist-keras,https://api.github.com/repos/cerndb/dist-keras,620,171,1125,31,42
89364221,broadinstitute/keras-rcnn,https://api.github.com/repos/broadinstitute/keras-rcnn,534,222,838,68,42
229437028,leondgarse/Keras_insightface,https://api.github.com/repos/leondgarse/Keras_insightface,115,39,303,3,42
192590355,microsoft/MCW-ML-Ops,https://api.github.com/repos/microsoft/MCW-ML-Ops,130,123,206,0,42
227332007,nusdbsystem/singa-auto,https://api.github.com/repos/nusdbsystem/singa-auto,10,13,1673,12,41
133726057,sherpa-ai/sherpa,https://api.github.com/repos/sherpa-ai/sherpa,308,49,823,15,41
267223745,oneapi-src/oneAPI-samples,https://api.github.com/repos/oneapi-src/oneAPI-samples,259,283,648,18,41
97131241,greenelab/tybalt,https://api.github.com/repos/greenelab/tybalt,139,58,185,2,41
99590768,AliaksandrSiarohin/pose-gan,https://api.github.com/repos/AliaksandrSiarohin/pose-gan,337,74,119,16,41
129458870,kermitt2/delft,https://api.github.com/repos/kermitt2/delft,324,57,530,25,40
163487352,lsds/KungFu,https://api.github.com/repos/lsds/KungFu,254,45,383,3,40
68866120,farizrahman4u/recurrentshop,https://api.github.com/repos/farizrahman4u/recurrentshop,762,225,190,42,40
220690458,Tessellate-Imaging/monk_v1,https://api.github.com/repos/Tessellate-Imaging/monk_v1,493,204,600,23,39
153459506,marl/openl3,https://api.github.com/repos/marl/openl3,266,42,327,18,39
75407467,mdeff/fma,https://api.github.com/repos/mdeff/fma,1594,356,205,9,39
232813386,CropAi/Data-Modeling,https://api.github.com/repos/CropAi/Data-Modeling,11,22,119,0,39
231085044,Tessellate-Imaging/Monk_Object_Detection,https://api.github.com/repos/Tessellate-Imaging/Monk_Object_Detection,515,220,772,24,38
200931125,google/qkeras,https://api.github.com/repos/google/qkeras,357,71,382,17,38
136194704,CSBDeep/CSBDeep,https://api.github.com/repos/CSBDeep/CSBDeep,187,60,299,16,38
118878625,icoxfog417/baby-steps-of-rl-ja,https://api.github.com/repos/icoxfog417/baby-steps-of-rl-ja,349,212,197,4,38
73188084,vecxoz/vecstack,https://api.github.com/repos/vecxoz/vecstack,647,77,189,0,38
153201352,google-research/language,https://api.github.com/repos/google-research/language,1133,269,110,51,38
236185220,materialsvirtuallab/maml,https://api.github.com/repos/materialsvirtuallab/maml,150,35,1232,4,37
79966460,chicago-justice-project/article-tagging,https://api.github.com/repos/chicago-justice-project/article-tagging,41,23,347,12,37
224208127,winedarksea/AutoTS,https://api.github.com/repos/winedarksea/AutoTS,378,34,179,5,37
177594519,shamangary/FSA-Net,https://api.github.com/repos/shamangary/FSA-Net,515,141,160,23,37
166622408,GantMan/nsfw_model,https://api.github.com/repos/GantMan/nsfw_model,864,172,103,45,37
205189037,anilsathyan7/Portrait-Segmentation,https://api.github.com/repos/anilsathyan7/Portrait-Segmentation,502,123,405,15,36
133859995,microsoft/MCW-Analyzing-text-with-Azure-Machine-Learning-and-Cognitive-Services,https://api.github.com/repos/microsoft/MCW-Analyzing-text-with-Azure-Machine-Learning-and-Cognitive-Services,75,89,331,0,36
327627955,SilvioGiancola/SoccerNetv2-DevKit,https://api.github.com/repos/SilvioGiancola/SoccerNetv2-DevKit,74,23,124,1,36
130981525,shamangary/SSR-Net,https://api.github.com/repos/shamangary/SSR-Net,506,137,107,15,36
295559343,google-research/federated,https://api.github.com/repos/google-research/federated,278,98,444,1,35
130670507,TrickyGo/Dive-into-DL-TensorFlow2.0,https://api.github.com/repos/TrickyGo/Dive-into-DL-TensorFlow2.0,3405,793,367,19,35
79006723,calclavia/DeepJ,https://api.github.com/repos/calclavia/DeepJ,694,102,309,16,35
214744918,PracticalDL/Practical-Deep-Learning-Book,https://api.github.com/repos/PracticalDL/Practical-Deep-Learning-Book,520,219,256,2,35
114566317,automl/HpBandSter,https://api.github.com/repos/automl/HpBandSter,518,108,187,52,35
89322668,ray-project/tutorial,https://api.github.com/repos/ray-project/tutorial,713,209,130,21,35
320591199,neuralmagic/sparseml,https://api.github.com/repos/neuralmagic/sparseml,802,58,825,10,34
122993589,BertaBescos/DynaSLAM,https://api.github.com/repos/BertaBescos/DynaSLAM,530,154,128,44,34
95210191,DOsinga/deep_learning_cookbook,https://api.github.com/repos/DOsinga/deep_learning_cookbook,639,313,102,30,34
30649762,SeldonIO/seldon-server,https://api.github.com/repos/SeldonIO/seldon-server,1439,305,1461,20,33
235809577,gradsflow/chitra,https://api.github.com/repos/gradsflow/chitra,176,34,363,0,33
159734547,BorealisAI/advertorch,https://api.github.com/repos/BorealisAI/advertorch,997,168,273,16,33
92632374,appeler/ethnicolr,https://api.github.com/repos/appeler/ethnicolr,176,56,183,2,33
337705016,fcakyon/yolov5-pip,https://api.github.com/repos/fcakyon/yolov5-pip,115,19,162,2,33
68275508,penny4860/SVHN-deep-digit-detector,https://api.github.com/repos/penny4860/SVHN-deep-digit-detector,160,76,683,2,32
83661355,NLeSC/mcfly-tutorial,https://api.github.com/repos/NLeSC/mcfly-tutorial,64,36,124,8,32
134330190,qubvel/classification_models,https://api.github.com/repos/qubvel/classification_models,1065,286,110,28,32
305901775,TL-System/plato,https://api.github.com/repos/TL-System/plato,133,34,866,4,31
109618565,analysiscenter/cardio,https://api.github.com/repos/analysiscenter/cardio,238,74,850,1,31
222554670,awslabs/sagemaker-debugger,https://api.github.com/repos/awslabs/sagemaker-debugger,117,55,744,54,31
260499197,nasa/delta,https://api.github.com/repos/nasa/delta,141,46,717,2,31
299019177,shivangdubey/HacktoberFest2020,https://api.github.com/repos/shivangdubey/HacktoberFest2020,36,304,636,8,31
263748045,NVIDIA/tensorflow,https://api.github.com/repos/NVIDIA/tensorflow,337,58,64032,11,30
198628357,sktime/sktime-dl,https://api.github.com/repos/sktime/sktime-dl,515,70,487,17,30
101887545,ilkarman/DeepLearningFrameworks,https://api.github.com/repos/ilkarman/DeepLearningFrameworks,1652,364,282,6,30
185998708,digantamisra98/Mish,https://api.github.com/repos/digantamisra98/Mish,1185,124,2404,1,29
154412076,IntelAI/models,https://api.github.com/repos/IntelAI/models,336,140,2183,21,29
281528773,intel/neural-compressor,https://api.github.com/repos/intel/neural-compressor,288,55,1381,9,29
317930627,aiqc/AIQC,https://api.github.com/repos/aiqc/AIQC,57,16,638,24,29
147503822,criteo/tf-yarn,https://api.github.com/repos/criteo/tf-yarn,82,25,436,8,29
51673050,ScottfreeLLC/AlphaPy,https://api.github.com/repos/ScottfreeLLC/AlphaPy,704,158,413,12,29
143987419,advboxes/AdvBox,https://api.github.com/repos/advboxes/AdvBox,1201,247,375,7,29
371198718,GoogleCloudPlatform/vertex-ai-samples,https://api.github.com/repos/GoogleCloudPlatform/vertex-ai-samples,168,117,288,10,29
106568242,marl/l3embedding,https://api.github.com/repos/marl/l3embedding,70,16,272,8,29
152056923,tkn-tub/ns3-gym,https://api.github.com/repos/tkn-tub/ns3-gym,302,144,13846,22,28
47793051,allenai/deep_qa,https://api.github.com/repos/allenai/deep_qa,407,140,956,24,28
198694912,MrGiovanni/ModelsGenesis,https://api.github.com/repos/MrGiovanni/ModelsGenesis,521,123,261,19,28
250261444,alternativebug/yolo-tf2,https://api.github.com/repos/alternativebug/yolo-tf2,729,127,218,0,28
266744330,gpuhackathons-org/gpubootcamp,https://api.github.com/repos/gpuhackathons-org/gpubootcamp,182,118,202,18,28
129793058,MrGiovanni/UNetPlusPlus,https://api.github.com/repos/MrGiovanni/UNetPlusPlus,1611,431,171,42,28
94111019,src-d/ml,https://api.github.com/repos/src-d/ml,136,49,999,13,27
134406154,BIMSBbioinfo/janggu,https://api.github.com/repos/BIMSBbioinfo/janggu,215,26,872,0,27
38710596,EderSantana/seya,https://api.github.com/repos/EderSantana/seya,379,103,411,15,27
191797052,xulabs/aitom,https://api.github.com/repos/xulabs/aitom,76,66,406,20,27
158063308,NLP-kr/tensorflow-ml-nlp,https://api.github.com/repos/NLP-kr/tensorflow-ml-nlp,189,113,180,5,27
136178689,bethgelab/siamese-mask-rcnn,https://api.github.com/repos/bethgelab/siamese-mask-rcnn,290,54,174,5,27
299191682,csce585-mlsystems/project-athena,https://api.github.com/repos/csce585-mlsystems/project-athena,12,21,161,4,27
75700443,hugochan/KATE,https://api.github.com/repos/hugochan/KATE,137,48,156,3,27
162141645,Merck/deepbgc,https://api.github.com/repos/Merck/deepbgc,54,20,152,10,27
273549260,IBM/federated-learning-lib,https://api.github.com/repos/IBM/federated-learning-lib,267,81,148,13,27
92971378,databricks/spark-deep-learning,https://api.github.com/repos/databricks/spark-deep-learning,1904,493,136,76,27
190982189,nilmtk/nilmtk-contrib,https://api.github.com/repos/nilmtk/nilmtk-contrib,65,39,119,17,27
61890529,titu1994/Image-Super-Resolution,https://api.github.com/repos/titu1994/Image-Super-Resolution,763,269,109,15,27
109618587,analysiscenter/radio,https://api.github.com/repos/analysiscenter/radio,207,51,2488,19,26
41762759,lukas/ml-class,https://api.github.com/repos/lukas/ml-class,1750,998,643,5,26
239587597,tensorflow/cloud,https://api.github.com/repos/tensorflow/cloud,322,69,567,55,26
8028846,CellProfiler/CellProfiler-plugins,https://api.github.com/repos/CellProfiler/CellProfiler-plugins,41,34,297,23,26
71433401,aurora95/Keras-FCN,https://api.github.com/repos/aurora95/Keras-FCN,641,286,169,49,26
109047248,kbardool/Keras-frcnn,https://api.github.com/repos/kbardool/Keras-frcnn,347,289,160,78,26
291217084,microsoft/tensorflow-directml,https://api.github.com/repos/microsoft/tensorflow-directml,345,20,63857,14,25
299900184,bhaveshlohana/HacktoberFest2020-Contributions,https://api.github.com/repos/bhaveshlohana/HacktoberFest2020-Contributions,189,1044,2347,11,25
77059425,theislab/dca,https://api.github.com/repos/theislab/dca,191,60,379,15,25
196340907,Trusted-AI/AIX360,https://api.github.com/repos/Trusted-AI/AIX360,1043,223,316,33,25
117817326,MLblog/jads_kaggle,https://api.github.com/repos/MLblog/jads_kaggle,10,23,185,0,25
161178225,omegaml/omegaml,https://api.github.com/repos/omegaml/omegaml,74,10,159,35,25
211799513,FLming/CRNN.tf2,https://api.github.com/repos/FLming/CRNN.tf2,116,48,103,1,25
68630079,cangermueller/deepcpg,https://api.github.com/repos/cangermueller/deepcpg,122,64,562,14,24
175599901,LPDI-EPFL/masif,https://api.github.com/repos/LPDI-EPFL/masif,287,84,440,15,24
88561872,the-deep-learners/TensorFlow-LiveLessons,https://api.github.com/repos/the-deep-learners/TensorFlow-LiveLessons,818,621,287,0,24
194144428,IBM/depiction,https://api.github.com/repos/IBM/depiction,38,21,285,5,24
248690852,DataCanvasIO/DeepTables,https://api.github.com/repos/DataCanvasIO/DeepTables,387,189,268,16,24
193117233,gmalivenko/onnx2keras,https://api.github.com/repos/gmalivenko/onnx2keras,145,81,164,82,24
194469437,fandulu/DD-Net,https://api.github.com/repos/fandulu/DD-Net,197,42,120,3,24
117190154,InsaneLife/dssm,https://api.github.com/repos/InsaneLife/dssm,585,215,101,13,24
147919799,yandexdataschool/nlp_course,https://api.github.com/repos/yandexdataschool/nlp_course,7658,2143,643,6,23
63896496,ijmarshall/robotreviewer,https://api.github.com/repos/ijmarshall/robotreviewer,90,46,629,8,23
118073734,Koziev/chatbot,https://api.github.com/repos/Koziev/chatbot,162,44,466,23,23
93969677,hyperdashio/hyperdash-sdk-py,https://api.github.com/repos/hyperdashio/hyperdash-sdk-py,194,25,430,29,23
92670254,yconst/burro,https://api.github.com/repos/yconst/burro,35,18,407,9,23
174216086,domingomery/patrones,https://api.github.com/repos/domingomery/patrones,58,19,383,0,23
136415622,IBM/powerai,https://api.github.com/repos/IBM/powerai,56,53,376,22,23
107836790,mokemokechicken/reversi-alpha-zero,https://api.github.com/repos/mokemokechicken/reversi-alpha-zero,629,166,268,17,23
123977530,dmbee/seglearn,https://api.github.com/repos/dmbee/seglearn,485,52,268,5,23
85562477,TUT-ARG/DCASE2017-baseline-system,https://api.github.com/repos/TUT-ARG/DCASE2017-baseline-system,73,52,257,5,23
188732560,jim-schwoebel/allie,https://api.github.com/repos/jim-schwoebel/allie,90,22,3393,13,22
4794820,jbjorne/TEES,https://api.github.com/repos/jbjorne/TEES,137,43,3381,14,22
129931530,IntelAI/unet,https://api.github.com/repos/IntelAI/unet,205,96,794,1,22
96311842,serengil/tensorflow-101,https://api.github.com/repos/serengil/tensorflow-101,778,554,457,0,22
64231604,aetros/aetros-cli,https://api.github.com/repos/aetros/aetros-cli,112,27,375,4,22
81813768,ndrplz/dreyeve,https://api.github.com/repos/ndrplz/dreyeve,75,32,340,4,22
272853727,huawei-noah/noah-research,https://api.github.com/repos/huawei-noah/noah-research,420,72,327,10,22
129887529,hammerlab/cytokit,https://api.github.com/repos/hammerlab/cytokit,95,18,301,9,22
77337403,ndrplz/self-driving-car,https://api.github.com/repos/ndrplz/self-driving-car,2151,1228,238,6,22
102214938,rzl-ds/gu511,https://api.github.com/repos/rzl-ds/gu511,18,16,238,22,22
241845020,smaranjitghose/DeepPixel,https://api.github.com/repos/smaranjitghose/DeepPixel,21,36,227,2,22
83341274,nature-of-code/NOC-S17-2-Intelligence-Learning,https://api.github.com/repos/nature-of-code/NOC-S17-2-Intelligence-Learning,895,337,217,9,22
263069916,bubbliiiing/yolov4-keras,https://api.github.com/repos/bubbliiiing/yolov4-keras,449,184,155,50,22
176226132,Jungjee/RawNet,https://api.github.com/repos/Jungjee/RawNet,167,41,131,1,22
164936937,IntelAI/nauta,https://api.github.com/repos/IntelAI/nauta,394,65,1388,13,21
29749635,donnemartin/data-science-ipython-notebooks,https://api.github.com/repos/donnemartin/data-science-ipython-notebooks,22395,6958,543,10,21
223835896,NLP-kr/tensorflow-ml-nlp-tf2,https://api.github.com/repos/NLP-kr/tensorflow-ml-nlp-tf2,188,104,404,1,21
130690315,huseinzol05/NLP-Models-Tensorflow,https://api.github.com/repos/huseinzol05/NLP-Models-Tensorflow,1613,698,275,7,21
286167370,datawhalechina/fun-rec,https://api.github.com/repos/datawhalechina/fun-rec,1058,351,210,0,21
167783484,scorelab/tensormap,https://api.github.com/repos/scorelab/tensormap,36,73,172,52,21
271928198,MicrosoftDocs/ml-basics,https://api.github.com/repos/MicrosoftDocs/ml-basics,1019,1054,146,0,21
300537393,its-harshil/Hacktoberfest_2021,https://api.github.com/repos/its-harshil/Hacktoberfest_2021,31,163,550,1,20
88892308,Azure/DataScienceVM,https://api.github.com/repos/Azure/DataScienceVM,159,101,374,4,20
257203487,gkaissis/PriMIA,https://api.github.com/repos/gkaissis/PriMIA,99,17,299,0,20
56266535,maxpumperla/betago,https://api.github.com/repos/maxpumperla/betago,658,155,228,8,20
129561458,timothyyu/gdax-orderbook-ml,https://api.github.com/repos/timothyyu/gdax-orderbook-ml,73,22,161,26,20
170272437,lacmus-foundation/lacmus,https://api.github.com/repos/lacmus-foundation/lacmus,159,30,155,3,20
223432971,metal3d/keras-video-generators,https://api.github.com/repos/metal3d/keras-video-generators,70,22,130,17,20
81520737,joeddav/devol,https://api.github.com/repos/joeddav/devol,936,120,116,7,20
153251691,Ishaan28malik/Hacktoberfest-2021,https://api.github.com/repos/Ishaan28malik/Hacktoberfest-2021,534,1427,1073,14,19
193276319,ai-techsystems/deepC,https://api.github.com/repos/ai-techsystems/deepC,345,59,802,21,19
69708443,seg/2016-ml-contest,https://api.github.com/repos/seg/2016-ml-contest,157,257,789,11,19
269934921,HealthML/self-supervised-3d-tasks,https://api.github.com/repos/HealthML/self-supervised-3d-tasks,121,26,509,1,19
45359041,Lab41/d-script,https://api.github.com/repos/Lab41/d-script,14,10,383,0,19
85496265,drscotthawley/panotti,https://api.github.com/repos/drscotthawley/panotti,250,75,310,16,19
118807445,aws/sagemaker-containers,https://api.github.com/repos/aws/sagemaker-containers,166,88,254,2,19
168269440,dragen1860/TensorFlow-2.x-Tutorials,https://api.github.com/repos/dragen1860/TensorFlow-2.x-Tutorials,6118,2180,249,19,19
271900493,MihawkHu/DCASE2020_task1,https://api.github.com/repos/MihawkHu/DCASE2020_task1,62,25,153,0,19
96978806,marsauto/europilot,https://api.github.com/repos/marsauto/europilot,1404,183,116,3,19
171490796,lmoroney/dlaicourse,https://api.github.com/repos/lmoroney/dlaicourse,5414,5510,404,51,18
107602547,instacart/lore,https://api.github.com/repos/instacart/lore,1537,128,271,16,18
38300151,elliottd/GroundedTranslation,https://api.github.com/repos/elliottd/GroundedTranslation,43,24,252,7,18
216106727,ARM-software/mango,https://api.github.com/repos/ARM-software/mango,116,25,205,1,18
126002580,microsoft/AKSDeploymentTutorial,https://api.github.com/repos/microsoft/AKSDeploymentTutorial,78,50,113,3,18
72074084,wujian16/Cornell-MOE,https://api.github.com/repos/wujian16/Cornell-MOE,220,52,1324,24,17
412498607,sonumahajan/All_Program_helper,https://api.github.com/repos/sonumahajan/All_Program_helper,34,272,1178,0,17
137778789,jim-schwoebel/voicebook,https://api.github.com/repos/jim-schwoebel/voicebook,289,61,646,8,17
134300570,IBM/claimed,https://api.github.com/repos/IBM/claimed,1407,2478,538,12,17
7830673,clulab/timenorm,https://api.github.com/repos/clulab/timenorm,33,10,515,7,17
145448471,HelioML/HelioML,https://api.github.com/repos/HelioML/HelioML,42,30,462,13,17
213035548,ChineseGLUE/ChineseGLUE,https://api.github.com/repos/ChineseGLUE/ChineseGLUE,1558,231,365,17,17
275100993,PacktPublishing/Tensorflow-2-Reinforcement-Learning-Cookbook,https://api.github.com/repos/PacktPublishing/Tensorflow-2-Reinforcement-Learning-Cookbook,85,52,317,1,17
195387613,zurutech/ashpy,https://api.github.com/repos/zurutech/ashpy,86,11,256,24,17
149004407,rolczynski/Automatic-Speech-Recognition,https://api.github.com/repos/rolczynski/Automatic-Speech-Recognition,210,62,241,12,17
301480514,cscodershub/Hacktoberfest-2021,https://api.github.com/repos/cscodershub/Hacktoberfest-2021,50,119,237,11,17
257438918,BBillot/SynthSeg,https://api.github.com/repos/BBillot/SynthSeg,89,22,214,2,17
140302908,supervisely/supervisely,https://api.github.com/repos/supervisely/supervisely,371,64,203,32,17
125326602,PacktPublishing/Advanced-Deep-Learning-with-Keras,https://api.github.com/repos/PacktPublishing/Advanced-Deep-Learning-with-Keras,1202,730,435,0,16
46094422,sharadmv/deepx,https://api.github.com/repos/sharadmv/deepx,71,13,428,0,16
60218942,kundajelab/dragonn,https://api.github.com/repos/kundajelab/dragonn,239,70,344,13,16
93092834,QTIM-Lab/DeepNeuro,https://api.github.com/repos/QTIM-Lab/DeepNeuro,109,35,285,25,16
272452525,huggingface/notebooks,https://api.github.com/repos/huggingface/notebooks,668,370,268,33,16
277769049,garimasingh128/awesome-python-projects,https://api.github.com/repos/garimasingh128/awesome-python-projects,304,98,258,27,16
257968757,CoronaWhy/task-ts,https://api.github.com/repos/CoronaWhy/task-ts,15,15,165,18,16
150864645,declare-lab/MELD,https://api.github.com/repos/declare-lab/MELD,478,142,157,17,16
206366193,interpretml/interpret-text,https://api.github.com/repos/interpretml/interpret-text,300,54,146,32,16
160810046,marcogdepinto/emotion-classification-from-audio-files,https://api.github.com/repos/marcogdepinto/emotion-classification-from-audio-files,265,107,135,0,16
151430926,Aniket965/Hello-world,https://api.github.com/repos/Aniket965/Hello-world,1456,3005,8808,4,15
290981320,microsoft/fastformers,https://api.github.com/repos/microsoft/fastformers,618,36,4322,1,15
159568339,dreadl0ck/netcap,https://api.github.com/repos/dreadl0ck/netcap,1529,137,1637,1,15
71849748,totalgood/nlpia,https://api.github.com/repos/totalgood/nlpia,499,214,1045,11,15
22489033,lazyprogrammer/machine_learning_examples,https://api.github.com/repos/lazyprogrammer/machine_learning_examples,6541,5536,343,30,15
101505285,titu1994/LSTM-FCN,https://api.github.com/repos/titu1994/LSTM-FCN,561,240,225,12,15
236715308,pbiecek/InterpretableMachineLearning2020,https://api.github.com/repos/pbiecek/InterpretableMachineLearning2020,23,27,189,14,15
144081173,philtabor/Youtube-Code-Repository,https://api.github.com/repos/philtabor/Youtube-Code-Repository,502,329,186,19,15
133623004,germain-hug/Deep-RL-Keras,https://api.github.com/repos/germain-hug/Deep-RL-Keras,446,142,168,15,15
169527185,smellslikeml/ActionAI,https://api.github.com/repos/smellslikeml/ActionAI,508,153,131,23,15
103513361,fernandoandreotti/cinc-challenge2017,https://api.github.com/repos/fernandoandreotti/cinc-challenge2017,126,66,105,0,15
60364166,benoitsteiner/tensorflow-opencl,https://api.github.com/repos/benoitsteiner/tensorflow-opencl,455,88,23639,26,14
284096588,Xilinx/Vitis-In-Depth-Tutorial,https://api.github.com/repos/Xilinx/Vitis-In-Depth-Tutorial,107,64,1381,2,14
151165530,microsoft/SparseSC,https://api.github.com/repos/microsoft/SparseSC,38,18,421,14,14
225545436,datawhalechina/competition-baseline,https://api.github.com/repos/datawhalechina/competition-baseline,2605,795,274,0,14
94341587,datarobot/pic2vec,https://api.github.com/repos/datarobot/pic2vec,31,12,274,3,14
80674179,dblalock/bolt,https://api.github.com/repos/dblalock/bolt,1442,121,266,11,14
135907980,xiaoyeye/CNNC,https://api.github.com/repos/xiaoyeye/CNNC,57,19,243,7,14
176650380,datamachines/cuda_tensorflow_opencv,https://api.github.com/repos/datamachines/cuda_tensorflow_opencv,89,17,192,0,14
267679105,JanMarcelKezmann/TensorFlow-Advanced-Segmentation-Models,https://api.github.com/repos/JanMarcelKezmann/TensorFlow-Advanced-Segmentation-Models,60,20,187,1,14
60270076,bottler/iisignature,https://api.github.com/repos/bottler/iisignature,53,13,169,2,14
180307968,yongzhuo/nlp_xiaojiang,https://api.github.com/repos/yongzhuo/nlp_xiaojiang,1243,370,146,1,14
136656767,Cheng-Lin-Li/SegCaps,https://api.github.com/repos/Cheng-Lin-Li/SegCaps,60,28,146,11,14
244779195,julrog/nn_vis,https://api.github.com/repos/julrog/nn_vis,619,123,134,2,14
199090254,kundajelab/bpnet,https://api.github.com/repos/kundajelab/bpnet,89,18,132,10,14
89018492,broadinstitute/keras-resnet,https://api.github.com/repos/broadinstitute/keras-resnet,278,124,124,25,14
137439282,oist/Usiigaci,https://api.github.com/repos/oist/Usiigaci,162,67,113,10,14
93413270,google/patents-public-data,https://api.github.com/repos/google/patents-public-data,320,122,110,17,14
73122730,tensorflow/deepmath,https://api.github.com/repos/tensorflow/deepmath,753,141,105,2,14
18587808,gjbex/training-material,https://api.github.com/repos/gjbex/training-material,101,49,4749,3,13
248545840,learningOrchestra/mlToolKits,https://api.github.com/repos/learningOrchestra/mlToolKits,49,18,1191,8,13
54110811,GDGAhmedabad/Awesome-Learning-Resources,https://api.github.com/repos/GDGAhmedabad/Awesome-Learning-Resources,615,343,713,1,13
246364739,CiscoAI/cisco-kubeflow-starter-pack,https://api.github.com/repos/CiscoAI/cisco-kubeflow-starter-pack,56,18,598,2,13
120836815,raspstephan/CBRAIN-CAM,https://api.github.com/repos/raspstephan/CBRAIN-CAM,59,48,551,2,13
212158024,atyant-yadav/Hacktoberfest2020,https://api.github.com/repos/atyant-yadav/Hacktoberfest2020,222,876,430,4,13
